,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
104,Entry Level Data Analyst,$67K - $83K (Employer est.),"Who We Are: ThinkTek LLC is a fast-growing Certified SBA 8(a) and Service-Disabled Veteran-Owned Small Business (SDVOSB) company. We specialize in providing management and technology consulting services to support the business and technology modernization efforts of the Federal Government. ThinkTek was formed with the specific purpose of providing its clients a tailored solution around Program & Project Management, Strategic Planning, and IT Operations
Position Description: We are seeking a highly motivated and skilled Junior Quantitative Analyst to join our team. The ideal candidate will be responsible for conducting business analyses and studies, needs assessments, requirements analysis/definition, and cost/benefit analyses to align business systems, solutions, and initiatives.
Key Responsibilities include:
Candidate will be responsible for conducting business analyses and studies, needs assessments, requirements analysis/definition, and cost/benefit analyses to align business systems, solutions, and initiatives.",5.0 ★,ThinkTek LLC5.0 ★,"Alexandria, VA",-1,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
105,"Analyst, Strategic Data Projects",$77K - $127K (Employer est.),"Job Description:
THE OPPORTUNITY
Are you interested in working in an analytical and strategic center of excellence for a trusted brand that for over 100 years has strived to encourage the intellectual and personal growth of all children? Scholastic’s Data & Analytics practice plays a pivotal role in the incubation of high value strategic initiatives and the development of data-driven solutions for the Scholastic enterprise.
We are hiring an Analyst within the Strategic Data Projects team to join our broader Data & Analytics (DNA) group. Reporting to the Director of Strategic Data Projects, you will be working on critical projects to support our business by outlining requirements, establishing problem statements, and transforming relevant data to conduct analysis. As part of the Strategic Data Projects team you will develop domain expertise for one of our major businesses across all functions, from sales and marketing, to operations and technology. This role will have the variety of strategy consulting with a strong data driven spin and the satisfaction of pushing your ideas through to implementation.
Full time
Regular
Marketing
New York
Annual Salary: 76,800.00 - 126,500.00",3.7 ★,Scholastic3.7 ★,"New York, NY",-1,51 to 200 Employees,1920,Company - Public,Publishing,Media & Communication,$1 to $5 million (USD),-1
106,Client Data Insights Analyst,$62K - $86K (Glassdoor est.),"Position Overview:
Reporting the SVP Business Solutions, the Client Data Insights Analyst will develop and communicate National client insights from Zelis’ product adoption and usage data and client specific data for use by the Sales, Account Management and Operations functions. The individual will be responsible for monitoring client’s KPIs, evaluating trends and improvement opportunities proactively and delivering outcomes and recommendations across Zelis products.
Key Responsibilities:
Translate data insights from client data, product output, operational/service data, etc... into practical implications and opportunities for clients.
Present ideas, insights, and recommendations at in-person and virtual client-facing business meetings to facilitate decision making. Promote fact‐based decision making relative to data‐driven analytics. Provide drill-down details, as requested, by clients.",3.7 ★,Zelis3.7 ★,"Morristown, NJ",-1,1001 to 5000 Employees,2016,Company - Private,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,-1
107,2023 Masters Residency - Data Analyst,$95K - $112K (Employer est.),"X is Alphabet’s moonshot factory. We are a diverse group of inventors and entrepreneurs who build and launch technologies that aim to improve the lives of millions, even billions, of people. Our goal: 10x impact on the world’s most intractable problems, not just 10% improvement. We approach projects that have the aspiration and riskiness of research with the speed and ambition of a startup.
THE FOUNDATION OF AN AMAZING JOURNEY
Our goal at X is to make the world a radically better place. In order to do that we seek fresh unexpected perspectives, from different fields, and that’s why we’re excited about you.
Life here isn’t easy, but it’s fun. We’re trying to build things most people can’t even imagine, and we’re doing it with the hope of making a huge, positive impact on the world. You’ll be embedded into a moonshot project, where you’ll partner with team members to solve key challenges.",3.6 ★,Loon3.6 ★,"Mountain View, CA",-1,1001 to 5000 Employees,-1,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1
108,Data Analyst,$75K - $95K (Employer est.),"Job Summary
The Data Analyst will participate in the development of analysis and work collaboratively as a member of the analytics team to develop and maintain databases, meaningful reporting, and business intelligence tools. This role would be responsible for the ground-up development of metrics in partnership with the company executive leadership team and the creation of tools to monitor and disseminate the results of these metrics to all stakeholders.
Job Responsibilities:
Collects data and formulates intelligence to help achieve business objectives
Identifies sources of incremental value creation, best practices, and improvement opportunities.",4.0 ★,MyCare Medical Group4.0 ★,"Lutz, FL",-1,501 to 1000 Employees,2018,Company - Private,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,-1
109,Data Analyst,$80K - $118K (Employer est.),"POSTING NUMBER: #1648
POSITION TITLE: Data Analyst
CLOSING DATE: Until Filled
LOCATION: Remote, USA

The Public Health Institute (PHI) is an independent, nonprofit organization dedicated to promoting health, well-being, and quality of life for people throughout California, across the nation and around the world. As one of the largest and most comprehensive public health organizations in the nation, we are at the forefront of research and innovations to improve the efficacy of public health statewide, nationally, and internationally.",4.1 ★,Public Health Institute4.1 ★,Remote,-1,501 to 1000 Employees,1964,Nonprofit Organization,Grantmaking & Charitable Foundations,Nonprofit & NGO,$25 to $100 million (USD),-1
110,Data Analyst,$57K - $88K (Glassdoor est.),"Who we are
Olink Proteomics is a rapidly growing life science company committed to advancing the understanding of human diseases through proteomics. We are dedicated to innovation, quality, rigor, and transparency, providing outstanding solutions and support for human protein biomarker discovery.
The vital role of proteins in understanding human biology has been recognized for many decades, but technological limitations severely restricted the comprehensive investigation of the huge number of proteins that could be important in different biological processes and diseases. With Olink, scientists can now simultaneously measure thousands of human proteins using just a few µL of blood sample, with highly specific, thoroughly validated assays that cover a very wide dynamic range (fg/mL to µg/mL).",3.6 ★,Olink3.6 ★,"Boston, MA",-1,51 to 200 Employees,-1,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,Unknown / Non-Applicable,-1
111,Jr. Analyst,-1,"Imagine360 is looking for a Jr. Analyst to join our team to support the development and execution of business analytics.

Duties/Responsibilities:
Analyze data across various departments to solve business problems, create value and efficiency and find opportunities.
Compile, analyze and interpret data analyses with guidance from various stakeholders. Prepare analytical reports and develop data visualizations using best practices adhering to internal standards. Present findings to stakeholders and/or clients directly as needed.
Evaluate options and make recommendations to business processes to gain efficiencies and enhance performance.",3.2 ★,Imagine3603.2 ★,Remote,-1,1001 to 5000 Employees,2022,Company - Private,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,-1
112,Consulting Analyst / Data Analyst II,$68K - $75K (Employer est.),"As a Consulting Analyst / Data Analyst II you will partner closely with a cross-functional team of medical device experts, analysts, and project managers to enable hospital supply chain teams to successfully lead clinically informed value analysis and strategic sourcing initiatives.
A successful candidate will be a creative problem-solver with a client-first mentality who is comfortable working in a fast-paced environment. They will share a passion for learning and using data to create insights and drive decisions.
Duties and Responsibilities
Develop and maintain an in-depth understanding of data sets and recommendations, including client transactional data, electronic medical records data, and proprietary classification data sets
Support multiple concurrent client initiatives by performing savings opportunity assessments, RFP & award scenario analyses, and other reporting as required",3.7 ★,"Global Healthcare Exchange, Inc.3.7 ★","Louisville, CO",-1,501 to 1000 Employees,2000,Company - Private,Enterprise Software & Network Solutions,Information Technology,$5 to $25 million (USD),-1
113,Data Analyst I,$28.79 - $37.28 Per Hour (Employer est.),"Job Summary:

This individual contributor is primarily responsible for assisting senior colleagues to support data-informed decisions, assisting with data and information gathering for targeted variables in an established systematic fashion, and assists with data preparation for analytic efforts under the guidance of more senior employees.

This position assists with the execution of creative data analytic approaches leading to actionable outcomes and assists with data analysis interpretation under the guidance of more senior employees.

Essential Responsibilities:




















PrimaryLocation : California,Pasadena,Walnut Center - Regional Offices
HoursPerWeek : 40
Shift : Day
Workdays : Mon, Tue, Wed, Thu, Fri
WorkingHoursStart : 09:00 AM
WorkingHoursEnd : 06:00 PM
Job Schedule : Full-time
Job Type : Standard
Employee Status : Regular
Employee Group/Union Affiliation : NUE-SCAL-02|NUE|Non Union Employee
Job Level : Individual Contributor
Job Category : Data Analytics
Department : Regional Offices - Pasadena - Cost/Bene-Cost Mgmt Svcs-Hub - 0808
Travel : No
Kaiser Permanente is an equal opportunity employer committed to a diverse and inclusive workforce. Applicants will receive consideration for employment without regard to race, color, religion, sex (including pregnancy), age, sexual orientation, national origin, marital status, parental status, ancestry, disability, gender identity, veteran status, genetic information, other distinguishing characteristics of diversity and inclusion, or any other protected status.",3.9 ★,Kaiser Permanente3.9 ★,"Pasadena, CA",-1,10000+ Employees,1945,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),-1
114,"Analyst, AMR Data",$36K - $53K (Glassdoor est.),"Company Overview
At Spire, we believe energy exists to help people. To enrich their lives, grow their businesses, advance their communities. It’s a simple idea, but one that’s at the heart of everything we do. We are committed to understanding the needs of the homes and businesses we serve. That's why we're always looking for driven, collaborative people to join our team. Because we believe that offering our customers the best service means bringing together the best people.
And we find the best by hiring those who share our values of drive, safety, inclusion and integrity, and demonstrate our four essential behaviors that bring the Spire vision, mission and culture to life:
We make it happen: We are a company of go-getters, acting on every opportunity to help our company advance",3.8 ★,Spire Inc.3.8 ★,"Birmingham, AL",-1,1001 to 5000 Employees,1857,Company - Public,Energy & Utilities,"Energy, Mining & Utilities",$1 to $5 billion (USD),-1
115,Data Analyst,-1,"Job Title: Data Analyst
Location: Virtual
Job Summary:
The position of Data Analyst Intern will support in building the technical groundwork for analytics within the firm . This will involve i dentif ying , analyz ing , and interpret ing trends or patterns in data sets and provid ing ongoing reports and dashboards.

Responsibilities:
Extracts and integrates data from internal and external sources and prepares technical reports and spreadsheets
Assist in development of company financial dashboard",2.9 ★,"Apprio, Inc.2.9 ★",Remote,-1,201 to 500 Employees,1998,Company - Private,Information Technology Support Services,Information Technology,$25 to $100 million (USD),-1
116,Spatial Data Analyst,$83K - $98K (Employer est.),"Job Title
Spatial Data Analyst
Job Description Summary
This role will perform Data Analysis and Data visualization for different teams within the Space Management Organization. This is a position that will collaborate often with internal teams to develop solutions and report on data for both internal and external audiences. We are looking for a proactive and creative candidate with strong written and oral communication skills and Space Data subject matter expertise. The position performs spatial data analysis, data scrubbing and cleansing of space and occupancy data management systems (Floorscope and Tririga), space and occupancy data analytics and reporting (Google Suite Forms, Sheets, Docs & Slides). The Portfolio Spatial Data Analyst will work with the Portfolio Data Manager on space management account KPIs documents , as well as providing support with the training to account staff as necessary.




Cushman & Wakefield also provides eligible employees with an opportunity to enroll in a variety of benefit programs, generally including health, vision, and dental insurance, flexible spending accounts, health savings accounts, retirement savings plans, life, and disability insurance programs, and paid and unpaid time away from work. In addition to a comprehensive benefits package, Cushman and Wakefield provide eligible employees with competitive pay, which may vary depending on eligibility factors such as geographic location, date of hire, total hours worked, job type, business line, and applicability of collective bargaining agreements.
The compensation that will be offered to the successful candidate will depend on factors such as whether the position is covered by a collective bargaining agreement, the geographic area in which the work will be performed, market pay rates in that area, and the candidate’s experience and qualifications.
The company will not pay less than minimum wage for this role.
The compensation for the position is: $83,130.00 - $97,800.00
Cushman & Wakefield provides equal employment opportunity. Discrimination of any type will not be tolerated. Cushman & Wakefield is an Equal Opportunity / Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender identity, disability, protected veteran status or any other characteristic protected by state, federal, or local law.",3.7 ★,Cushman & Wakefield3.7 ★,"Sunnyvale, CA",-1,10000+ Employees,1917,Company - Public,Real Estate,Real Estate,$5 to $10 billion (USD),-1
117,Reporting & Data Analyst,$58K - $65K (Employer est.),"Position Number 7141 Posting Number S3236 State Role Title Information Technology Specialist II Position Type Classified Position Status Full Time FLSA Status Exempt: Not Eligible for Overtime College/Division Advancement Information Services Department 100586 - Advancement Business Applications Pay Band 5 Pay Rate Pay Range Specify Range or Amount $58,000 - $65,000 Is this a JMU Only position? No Is this a grant-funded position? No Is this a Conflict of Interest designated position? No
Position Summary Information
General Information
Support Advancement Business Applications in the area of Data & Reporting Analysis. The primary purpose of this position is to develop informational reports associated with the data managed within Advancement. A key role in this position is to ensure that Advancement departments have access to relevant information in order to perform effectively in their areas. This position will work with Advancement Business Applications and Reporting team members along with end users to deliver quality informational reports to aid in advancing the mission of the university.",4.2 ★,James Madison University4.2 ★,"Harrisonburg, VA",-1,1001 to 5000 Employees,1908,College / University,Colleges & Universities,Education,$100 to $500 million (USD),-1
118,Data Visualization Analyst,$59K - $81K (Glassdoor est.),"ou will combine analytical, artistic and technological skills to produce graphics for news content and other Bloomberg Industry Group products. You will collaborate with other analysts and reporters on the team to help our clients navigate the complex policy and legislative landscape in Washington.
What you will do:
Analyze and interpret legislative, economic, and statistical data.
Present information accurately and concisely in charts, tables, maps, and other appropriate graphical formats with a clean and modern design aesthetic.




Bloomberg BNA IS AN EQUAL OPPORTUNITY EMPLOYER and fully subscribes to the principles of Equal Employment Opportunity. Bloomberg BNA has adopted an Affirmative Action Program to ensure that all applicants and employees are considered for hire, promotion, and job status without regard to race, color, religion, sex, national origin, age, disability, sexual orientation, marital or familial status, genetic information, disabled veteran, veteran, veteran of the Vietnam Era, or any other classification protected by law.
XJ6",3.6 ★,Bloomberg Industry Group3.6 ★,"Arlington, VA",-1,1001 to 5000 Employees,1929,Company - Private,Publishing,Media & Communication,$100 to $500 million (USD),-1
119,data analyst,$65K - $98K (Glassdoor est.),"responsibilities:
Perform data modeling, data analysis, and development of key performance indicators
Create, maintain, define reporting processes for overall revenue vertical
Work with end users of information to research reported data anomalies, identify root causes, and determine remediation steps
Must see the story behind the numbers in order to turn numbers into ACTION
Proactively communicate and collaborate with business units, technology teams and support teams
qualifications and experience:
High proficiency with Excel including pivoting capabilities and analysis modules
Working knowledge of basic statistics and strong grasp of both technical and business perspectives",4.0 ★,Lead5 Media4.0 ★,"Newark, CA",-1,1 to 50 Employees,2009,Company - Private,Advertising & Public Relations,Media & Communication,$1 to $5 million (USD),-1
120,"ECOMMERCE ANALYST, BUSINESS INTELLIGENCE",$69K - $97K (Glassdoor est.),"THE GIG
You are passionate about providing data and analysis to support driving growth in eCommerce. You understand the key KPIs of an eCommerce channel. In this role you will be responsible for supporting the regional and global digital teams with data and analysis to continuously enhance the region’s business intelligence. You get the Dr. Martens brand and are excited to support the team in enhancing Dr. Martens’ footprint in the Americas region.
THE STUFF THAT SETS YOU APART
Contributing analysis to support identifying key opportunities to improve the website’s performance and effectiveness, particularly on mobile.
Following-up with performance analysis after website deployments are made.",3.8 ★,Dr Martens3.8 ★,"Portland, OR",-1,1001 to 5000 Employees,1960,Company - Private,"Department, Clothing & Shoe Stores",Retail & Wholesale,$100 to $500 million (USD),-1
121,Payor Data Analyst - Remote,$57K - $85K (Glassdoor est.),"Job Description:
Sharecare is the leading digital health company that helps people – no matter where they are in their health journey – unify and manage all their health in one place. Our comprehensive and data-driven virtual health platform is designed to help people, providers, employers, health plans, government organizations, and communities optimize individual and population-wide well-being by driving positive behavior change. Driven by our philosophy that we are all together better, at Sharecare, we are committed to supporting each individual through the lens of their personal health and making high-quality care more accessible and affordable for everyone. To learn more, visit www.sharecare.com.

Job Summary:

The Payor Data Analyst ensure consistent and effective management of client data within existing Sharecare processes, works to drive data quality and follows governance for Audit Data analytics, responsible for the management and quality control of datasets in preparation for production and reporting usage. Serves as a SME on client level data, data submission and ingestion processes and other assigned data heavy processes.",4.1 ★,Sharecare4.1 ★,"Atlanta, GA",-1,1001 to 5000 Employees,2010,Company - Public,Internet & Web Services,Information Technology,$500 million to $1 billion (USD),-1
122,Data and Strategy Analyst,$62K - $89K (Glassdoor est.),"When you work at Equity Trust, there is never a dull moment! You get to be a part of a dynamic, innovative, and collaborative team dedicated to providing a superior client experience and driven by performance. Our culture of learning and growth encourages our teams to challenge the status quo and break through ceilings to establish new standards for our industry. For all our associates, the journey is both challenging and rewarding, and we embrace the flexibility to allow you to pave your own path. Come join our mission and learn what it truly means to self-direct your future!

This position is based out of our Westlake, OH office and is eligible for a hybrid schedule after probationary period.
JOB OVERVIEW

The Data & Strategy Analyst collects, organizes, analyzes, and delivers data related to the business operations, sales, customer service, strategic initiatives, and Equity Trust products. The analyst will develop and maintain reports, including dashboards, KPI reporting, and other ad-hoc reports as requested.

As part of the Product Management and Client Insight team, the Data & Strategy Analyst will conduct market research and report on overall trends within the financial industry (both competitor and non-competitor) to ensure that Equity Trust is in position to develop products and services that ensure we are exceeding customer expectations.

RESPONSIBILITIES & DUTIES

QUALIFICATIONS

PROFESSIONAL CERTIFICATIONS

TECHNICAL SKILLS

To be successful in this role, you should have experience with and an understanding of the following:

CULTURAL COMPETENCIES

In addition to our core company competencies of Cultivates Innovation, Nimble Learning, Action Oriented, Collaborates, and Being Resilient, a successful candidate in this role should exhibit the following behavioral competencies:

PHYSICAL DEMANDS/WORK ENVIRONMENT

This job operates in a professional office environment and routinely uses standard office equipment. While performing the duties of this job, the associate is regularly required to speak and hear. The associate is frequently required to sit for extended periods of time, as well as stand, walk, use hands and fingers, and reach with hands and arms. This job requires the ability to lift files, open filing cabinets, and bend or stand on a stool as necessary.

DISCLAIMER/ASSOCIATE ACKNOWLEDGEMENT

The above statements describe the general nature and level of work only. They are not an exhaustive list of all required responsibilities, duties, and skills. Other duties may be added, or this description amended at any time.

Equity Trust Company is an equal opportunity at will employer and does not discriminate against any employee or applicant for employment because of age, race, religion, color, disability, sex, sexual orientation or national origin.",4.4 ★,Equity Trust Company4.4 ★,"Westlake, OH",-1,201 to 500 Employees,1974,Company - Private,Investment & Asset Management,Financial Services,Unknown / Non-Applicable,-1
123,Associate Business Analyst,$58K - $86K (Employer est.),"Primary Details
Time Type: Full time
Worker Type: Employee
The Opportunity

This role will contribute to essential process documentation and project implementation of functional and technical solutions designed to enhance business capability, achieve results and support organizational growth.
Primary Responsibilities

Support development of implementation and improvement plans by communicating with key stakeholders to define business needs, analyze requirements and desired outcomes and recommend solutions

Required Education


Required Experience


Preferred Competencies/Skills


Preferred Knowledge


About QBE",4.0 ★,QBE4.0 ★,"Ramsey, MN",-1,10000+ Employees,1886,Company - Public,Insurance Carriers,Insurance,Unknown / Non-Applicable,-1
124,Telecom Data Analyst (entry level),$52K - $74K (Glassdoor est.),"Company Description

ClientSolv Technologies is an IT solution firm with over a decade of experience serving Fortune 1000 companies, public sector and small to medium sized companies. ClientSolv Technologies is a woman-owned and operated company that is certified as a WMBE, 8a firm by the Federal government's Small Business Administration.

Job Description

We are seeking a Telecom Data Analyst for a contract to hire role in Germantown, MD. This role will work onsite/in the office in Germantown, MD 4 days per week with one day per week working remotely. This role is consider entry level and there will be training provided.",3.7 ★,ClientSolv Technologies3.7 ★,"Germantown, MD",-1,Unknown,1994,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1
125,Client Data Insights Analyst,$62K - $86K (Glassdoor est.),"Position Overview:
Reporting the SVP Business Solutions, the Client Data Insights Analyst will develop and communicate National client insights from Zelis’ product adoption and usage data and client specific data for use by the Sales, Account Management and Operations functions. The individual will be responsible for monitoring client’s KPIs, evaluating trends and improvement opportunities proactively and delivering outcomes and recommendations across Zelis products.
Key Responsibilities:
Translate data insights from client data, product output, operational/service data, etc... into practical implications and opportunities for clients.
Present ideas, insights, and recommendations at in-person and virtual client-facing business meetings to facilitate decision making. Promote fact‐based decision making relative to data‐driven analytics. Provide drill-down details, as requested, by clients.",3.7 ★,Zelis3.7 ★,"Morristown, NJ",-1,1001 to 5000 Employees,2016,Company - Private,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,-1
126,DATA ANALYST IV - Special Projects Analyst,$5K (Employer est.),"POSTED: 06-20-2023

CLOSES: 06-29-2023

JOB POSTING NO: 037140TD

PAYROLL TITLE: DATA ANALYST IV

EXTENDED TITLE: Special Projects Analyst

SALARY: GR. B24 - ($5039.92 / Monthly)

VACANCY LOCATION: Huntsville, TX

UNIT/DEPT: Training and Leader Development Division

PAYROLL JOB#: 010693




MINIMUM QUALIFICATIONS:

1. Bachelor's degree from a college or university accredited by
an organization recognized by the Council for Higher Education
Accreditation (CHEA) or by the United States Department of
Education (USDE). Major course work in Data Science, Business
Analytics, Computer Science, Computer Information Systems,
Management Information Systems, Mathematics, Statistics, Data
Forensics, or a related field preferred. Each year of experience
as described below in excess of the required five years may be
substituted for thirty semester hours from an accredited
college or university on a year-for-year basis.

Master's degree from a college or university accredited by an
organization recognized by the (CHEA) or by the (USDE) in the
above listed areas of study preferred.

2. Five years full-time, wage-earning data analysis, research,
data gathering and assessment, or report writing experience.

3. Criminal justice or training experience preferred.

**The salary for an ERS Retiree (or non-contributing member) will
be $4,917.00.**

The following Military Occupational Specialty codes are generally
applicable to this position. Applicants must fully complete the
summary of experience to determine if minimum qualifications are met.
25B, 35F, 255A, IT, 8051, 8846",2.8 ★,Texas Department of Criminal Justice2.8 ★,"Huntsville, TX",-1,10000+ Employees,1995,Government,Municipal Agencies,Government & Public Administration,Unknown / Non-Applicable,-1
127,Data Analyst,$57K - $88K (Glassdoor est.),"Who we are
Olink Proteomics is a rapidly growing life science company committed to advancing the understanding of human diseases through proteomics. We are dedicated to innovation, quality, rigor, and transparency, providing outstanding solutions and support for human protein biomarker discovery.
The vital role of proteins in understanding human biology has been recognized for many decades, but technological limitations severely restricted the comprehensive investigation of the huge number of proteins that could be important in different biological processes and diseases. With Olink, scientists can now simultaneously measure thousands of human proteins using just a few µL of blood sample, with highly specific, thoroughly validated assays that cover a very wide dynamic range (fg/mL to µg/mL).",3.6 ★,Olink3.6 ★,"Boston, MA",-1,51 to 200 Employees,-1,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,Unknown / Non-Applicable,-1
128,Data Analyst I,$24.75 - $28.50 Per Hour (Employer est.),"Position Title: Data Analyst I
Department: Information Technology
Reports To: Director
POSITION SUMMARY
Under the general supervision of Evaluation and Data Supervisor, collects, evaluates, manages, and prepares data to support activities of agency. Prepares statistical and narrative reports, designs & conducts surveys, conducts focus groups, and completion of external surveys.
SALARY RANGE:",2.9 ★,Tarzana Treatment Center2.9 ★,"Woodland Hills, CA",-1,Unknown,1971,Company - Private,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,-1
129,Data Visualization Analyst,$59K - $81K (Glassdoor est.),"ou will combine analytical, artistic and technological skills to produce graphics for news content and other Bloomberg Industry Group products. You will collaborate with other analysts and reporters on the team to help our clients navigate the complex policy and legislative landscape in Washington.
What you will do:
Analyze and interpret legislative, economic, and statistical data.
Present information accurately and concisely in charts, tables, maps, and other appropriate graphical formats with a clean and modern design aesthetic.




Bloomberg BNA IS AN EQUAL OPPORTUNITY EMPLOYER and fully subscribes to the principles of Equal Employment Opportunity. Bloomberg BNA has adopted an Affirmative Action Program to ensure that all applicants and employees are considered for hire, promotion, and job status without regard to race, color, religion, sex, national origin, age, disability, sexual orientation, marital or familial status, genetic information, disabled veteran, veteran, veteran of the Vietnam Era, or any other classification protected by law.
XJ6",3.6 ★,Bloomberg Industry Group3.6 ★,"Arlington, VA",-1,1001 to 5000 Employees,1929,Company - Private,Publishing,Media & Communication,$100 to $500 million (USD),-1
130,Data & Insights Analyst,$68K - $96K (Glassdoor est.),"The Data & Insights Analyst is responsible for collecting, manipulating, analyzing a wide variety of data leveraging business analytics, big data, a/b testing, and statistics to complement existing business intelligence functionalities in resolving key business questions and tactics. This role will have the technical capability and develop business acumen to conduct quantitative analysis using data mining concepts and tools that can be used for predictive analysis, forecasting and modelling across the company.

The role will drive insights through deep-dives into SMI's largest opportunities analytically, including sales, gross profit, pitch/shrink, shopper loyalty and basket level analysis. Drive data driven decisions by leveraging data, intermediate statistics, advanced visualization and actionable insights across all company functions

You will actively participate in strategic discussions and work cross-functionally to analyze consumer needs and make data-driven recommendations.


Extract, analyze, identify, and interpret trends or patterns in complex data sets, leveraging analytics tools. Performs intermediate statistical analysis to support business needs. Designs, develops, and delivers analytical solutions, resulting in decision support models and state of the art visualizations.
Work with historical and existing data available within SMI to undertake advanced forecasting; collect and analyse data to build predictive models in support of business optimization and in collaboration with Data Science team.
Execute data analysis across SMI's business segments and categories, in order to design solutions and proposals to enable decision processes for different business leads.
Synthesize and communicate analysis recommendations to enable fact-based business decision-making
Collaborate with stakeholders to proactively identify and prioritize opportunities to drive business strategies using data.

Required Knowledge
2+ years of experience in progressive data analytics environments. Excellent Excel skills, Powerpoint and G Slides combined with solid storytelling
Working knowledge of SQL and RDBMS. Knowledge of Alteryx and Nielsen preferred.
Solid understanding of data concepts (databases, schemas, data lakes, ETL, data quality, etc.) Knowledge of agile development methodologies.
Experience with scripting / programming languages Python, R, and intermediate statistics. Working knowledge of statistical concepts (distributions, hypothesis testing, confidence intervals) and experience applying to real-world applications
Exposure to A/B Testing

Skills & Abilities
Ability to handle large amounts of data, identify key information and provide insightful recommendations to all levels within the organization
Ability to communicate well, form strong partnerships and powerfully convey their recommendations in order to gain action on their insights.
Incumbent needs strong organizational skills, the ability to multi-task in a dynamic environment and must keep a high level of composure and professionalism in all situations
Incumbent must have strong critical thinking skills with the ability to think outside the box. They should understand the big picture and how their decisions will affect the organization moving forward.
Competent and curious to ask questions and learn to fill gaps, desire to teach and learn

Bachelor's Degree
Computer Science, Information Systems, Statistics, Economics
1 to 3 years


minimum of six months employment with Schnucks.
minimum of one year employment with Schnucks.
Must be in good standing (not on a performance improvement plan or active discipline).
If invited for an interview, must have manager approval based on performance.

Schnucks is an Equal Opportunity Employer.",3.3 ★,Schnucks3.3 ★,"Saint Louis, MO",-1,10000+ Employees,1939,Company - Private,Grocery Stores,Retail & Wholesale,$1 to $5 billion (USD),-1
131,"Business Analyst, Level I (Junior)",$71K - $104K (Glassdoor est.),"Concept Plus LLC Is seeking a Jr. Business Analyst Provide expertise in business process and system analysis, design, improvement, and implementation efforts and in translating business process needs into technical requirements. Provide expertise in change management and training support. Provide organizational and strategic planning for a wide variety of technical and functional environments. Provide expertise in, but not limited to, Configuration Management, Strategic Planning, Knowledge Management, Business Analysis and Technical Analysis.

Business Analyst Level I

Primary Responsibilities:
Write clear and well-structured business requirements / documents
Create reports, dashboards, and visualizations to measure performance",4.5 ★,Concept Plus4.5 ★,"Fairfax, VA",-1,51 to 200 Employees,2008,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),-1
132,Consulting Analyst / Data Analyst II,$68K - $75K (Employer est.),"As a Consulting Analyst / Data Analyst II you will partner closely with a cross-functional team of medical device experts, analysts, and project managers to enable hospital supply chain teams to successfully lead clinically informed value analysis and strategic sourcing initiatives.
A successful candidate will be a creative problem-solver with a client-first mentality who is comfortable working in a fast-paced environment. They will share a passion for learning and using data to create insights and drive decisions.
Duties and Responsibilities
Develop and maintain an in-depth understanding of data sets and recommendations, including client transactional data, electronic medical records data, and proprietary classification data sets
Support multiple concurrent client initiatives by performing savings opportunity assessments, RFP & award scenario analyses, and other reporting as required",3.7 ★,"Global Healthcare Exchange, Inc.3.7 ★","Louisville, CO",-1,501 to 1000 Employees,2000,Company - Private,Enterprise Software & Network Solutions,Information Technology,$5 to $25 million (USD),-1
